x, y
6.176493491345161, 0.15866445573682803
6.469306479109829, 0.12741438887403048
6.726918204978579, 0.37024316662209145
7.005584432559912, 0.23744658999732549
7.288585073683395, 0.36231591334581437
7.5831256103065305, 0.5848971382722653
7.859047554544983, 1.233496656860123
8.191764303441994, 1.0114019791388071
8.433671857656519, 1.5972131585985558
8.703460676260125, 1.3685500936079165
8.992919994365835, 1.0145054827493982
9.282231260225625, 3.0981278416688953
9.573348599891995, 2.1662031559240438
9.854757474879788, 1.7123707943300348
10.13774175663908, 2.037481893554426
10.432812336661973, 2.7195703664081305
10.692990028803932, 1.9240014977266648
10.999840986980074, 2.4966354640278148
11.291312506881157, 2.635723134527949
11.604371843767417, 3.5431156993848623
11.832854903727595, 1.7195361326557903
12.152436719116423, 1.3717665686012304
12.394105426613773, 2.48740326290452
12.693878505873094, 2.724945493447446
13.022141417869367, 2.4924414014442364
13.287526295633015, 3.0891703664081307
13.57025864318378, 3.64432907194437
13.838233208298712, 4.901580208611929
14.121294379069699, 2.3772895426584646
14.433285449474349, 3.6255546402781493
14.730338784437075, 4.063032147633057
14.985044269257466, 4.903954854239101
15.268545506925165, 4.304317518052955
15.55761547216315, 2.867678416688954
15.84073717258164, 4.441222786841402
16.09723727965368, 2.142789836854774
16.387586547171328, 3.3987665151109923
16.68651793714307, 3.5440059909066597
16.982686230503113, 1.7191888740304895
17.284297284329185, 2.0488753142551483
17.55149477964509, 2.139138807167692
17.841228935069193, 0.9031760363733619
18.1142978061929, 1.1425733083712222
18.441565250878213, 0.8094264776678256
18.706547688282782, 0.5572230008023535
18.975086651462274, 0.4675262904519925
19.237018067445405, 0.5652940358384595
19.53489755029973, 0.08912671837389677
19.79941865363414, 0.5787735758224124
20.10066980144803, 0.6598735490772933
