x, y
6.135281760070103, 0.4850978352156643
6.421108758832206, 0.24123243541371586
6.70968212027809, 0.7123118191960094
7.007454800211482, 0.003257831204482642
7.591773954181901, 0.7214873961166752
7.8972954426164055, 0.7173220351730452
7.317786608655833, 0.480736929190118
8.167715306862384, 0.47868871980646066
8.438210108145306, 1.6821828346515915
8.684782456187344, 0.7082862228461844
8.981343388289286, 0.936057384960578
9.268529218747908, 1.1859514647078733
9.565507087768172, 1.1906458001679683
9.858302035162371, 0.9450430575228452
10.157469819506971, 1.4091260639031304
10.450595605947258, 2.1732554495656644
10.730130683814812, 1.4307181267783955
11.001316659683173, 0.4822041440515443
11.305128148710796, 1.1960289306441707
11.572776139792332, 1.1983760983742187
11.850580490987467, 1.1913345951840757
12.104287004387166, 3.36803088609499
12.708749871650394, 2.891867330182885
12.391967897611135, 1.2015029394436993
12.978397246653822, 3.626259448211891
13.278642051603876, 5.838009702044449
13.584777385979312, 5.319712761823583
13.85234565680878, 6.773459925793149
14.136809837861762, 5.542954109580456
14.437653341904856, 4.607717136518044
14.714158252991263, 2.655356807099791
15.305819642177243, 3.1461367311380477
15.555631024060848, 5.0819700540255965
15.856627590987912, 5.070359564786843
15.028700885149902, 6.787554997054289
16.138354178584844, 2.653270366145631
16.703663241246876, 2.6584297479223338
16.393978761249326, 1.911930130238039
17.308813297082942, 1.910723015405443
17.564810970527105, 0.9443411008185318
17.87393262554505, 1.4206024292715949
18.166057922821867, 0.9372074658109488
18.450815474402464, 0.7113416147511193
18.702989764557394, 0.7171991927497903
18.977299179901824, 0.004187297090640918
19.276202293009554, 0.4797924213745821
19.570669771292163, 0.6972153628238722
19.855409784417304, 0.49061571630921197
20.150755779877716, 0.9245409077804387
17.00129720794167, 2.4304962583200673
