EEA_SQUARE;MAPX;MAPY;PARTNER_ID;DATE_YEAR;DATE_WEEK;SPECIES_CD;COMP_LISTS;CASUAL_EV;RECORDS;NUM_COUNTS;MAX_COUNT;AV_COUNT
10kmE448N360;4485000.00;3605000.00;Denmark;2016;40;TURPHI;;;6;864;400;144.00
10kmE436N351;4365000.00;3515000.00;Denmark;2016;40;TURPHI;;;6;1;1;0.00
10kmE436N351;4365000.00;3515000.00;Denmark;2016;40;TURPHI;;;6;4;3;0.00
10kmE436N351;4365000.00;3515000.00;Denmark;2016;40;TURPHI;;;6;56;52;9.00
10kmE447N358;4475000.00;3585000.00;Denmark;2016;40;TURPHI;;;2;1;1;0.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;8;8;0.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;72;50;8.00
10kmE446N363;4465000.00;3635000.00;Denmark;2016;40;TURPHI;;;5;2;2;0.00
10kmE446N363;4465000.00;3635000.00;Denmark;2016;40;TURPHI;;;5;5;3;1.00
10kmE446N363;4465000.00;3635000.00;Denmark;2016;40;TURPHI;;;5;35;25;7.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;8;8;0.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;72;50;8.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;1;1;0.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;151;150;12.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;551;400;45.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;9;9;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;1209;1200;93.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;1;1;0.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;151;150;12.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;551;400;45.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;9;9;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;1209;1200;93.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;8;8;0.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;72;50;8.00
10kmE447N365;4475000.00;3655000.00;Denmark;2016;40;TURPHI;;;1;7;7;7.00
10kmE447N363;4475000.00;3635000.00;Denmark;2016;40;TURPHI;;;2;11;11;5.00
10kmE448N361;4485000.00;3615000.00;Denmark;2016;40;TURPHI;;;2;7;7;3.00
10kmE447N358;4475000.00;3585000.00;Denmark;2016;40;TURPHI;;;2;1;1;0.00
10kmE446N363;4465000.00;3635000.00;Denmark;2016;40;TURPHI;;;5;2;2;0.00
10kmE446N363;4465000.00;3635000.00;Denmark;2016;40;TURPHI;;;5;5;3;1.00
10kmE446N363;4465000.00;3635000.00;Denmark;2016;40;TURPHI;;;5;35;25;7.00
10kmE444N349;4445000.00;3495000.00;Denmark;2016;40;TURPHI;;;5;1;1;0.00
10kmE444N349;4445000.00;3495000.00;Denmark;2016;40;TURPHI;;;5;20;19;4.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;40;TURPHI;;;8;1;1;0.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;40;TURPHI;;;8;8;4;1.00
10kmE435N384;4355000.00;3845000.00;Denmark;2016;40;TURPHI;;;6;1;1;0.00
10kmE435N384;4355000.00;3845000.00;Denmark;2016;40;TURPHI;;;6;16;15;2.00
10kmE447N366;4475000.00;3665000.00;Denmark;2016;40;TURPHI;;;1;5;5;5.00
10kmE443N358;4435000.00;3585000.00;Denmark;2016;40;TURPHI;;;2;12;12;6.00
10kmE443N365;4435000.00;3655000.00;Denmark;2016;40;TURPHI;;;3;117;117;39.00
10kmE448N360;4485000.00;3605000.00;Denmark;2016;40;TURPHI;;;6;385;385;64.00
10kmE448N360;4485000.00;3605000.00;Denmark;2016;40;TURPHI;;;6;864;400;144.00
10kmE431N361;4315000.00;3615000.00;Denmark;2016;40;TURPHI;;;3;12;12;4.00
10kmE431N361;4315000.00;3615000.00;Denmark;2016;40;TURPHI;;;3;52;40;17.00
10kmE446N365;4465000.00;3655000.00;Denmark;2016;40;TURPHI;;;7;12;12;1.00
10kmE446N365;4465000.00;3655000.00;Denmark;2016;40;TURPHI;;;7;62;35;8.00
10kmE441N358;4415000.00;3585000.00;Denmark;2016;40;TURPHI;;;6;1;1;0.00
10kmE441N358;4415000.00;3585000.00;Denmark;2016;40;TURPHI;;;6;4;3;0.00
10kmE441N358;4415000.00;3585000.00;Denmark;2016;40;TURPHI;;;6;9;5;1.00
10kmE441N358;4415000.00;3585000.00;Denmark;2016;40;TURPHI;;;6;25;15;4.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;9;9;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;1209;1200;93.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;9;9;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;1209;1200;93.00
10kmE446N365;4465000.00;3655000.00;Denmark;2016;40;TURPHI;;;7;12;12;1.00
10kmE446N365;4465000.00;3655000.00;Denmark;2016;40;TURPHI;;;7;62;35;8.00
10kmE445N363;4455000.00;3635000.00;Denmark;2016;40;TURPHI;;;1;2;2;2.00
10kmE440N365;4405000.00;3655000.00;Denmark;2016;40;TURPHI;;;1;5;5;5.00
10kmE441N365;4415000.00;3655000.00;Denmark;2016;40;TURPHI;;;1;8;8;8.00
10kmE426N359;4265000.00;3595000.00;Denmark;2016;40;TURPHI;;;1;1;1;1.00
10kmE463N357;4635000.00;3575000.00;Denmark;2016;40;TURPHI;;;2;3;3;1.00
10kmE423N377;4235000.00;3775000.00;Denmark;2016;40;TURPHI;;;3;10;10;3.00
10kmE423N377;4235000.00;3775000.00;Denmark;2016;40;TURPHI;;;3;41;31;13.00
10kmE434N352;4345000.00;3525000.00;Denmark;2016;40;TURPHI;;;3;60;60;20.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;40;TURPHI;;;10;1;1;0.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;40;TURPHI;;;10;25;24;2.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;40;TURPHI;;;10;536;500;53.00
10kmE422N358;4225000.00;3585000.00;Denmark;2016;40;TURPHI;;;12;50;50;4.00
10kmE422N358;4225000.00;3585000.00;Denmark;2016;40;TURPHI;;;12;530;480;44.00
10kmE422N358;4225000.00;3585000.00;Denmark;2016;40;TURPHI;;;12;7865;7335;655.00
10kmE422N358;4225000.00;3585000.00;Denmark;2016;40;TURPHI;;;12;50;50;4.00
10kmE422N358;4225000.00;3585000.00;Denmark;2016;40;TURPHI;;;12;530;480;44.00
10kmE422N358;4225000.00;3585000.00;Denmark;2016;40;TURPHI;;;12;7865;7335;655.00
10kmE431N353;4315000.00;3535000.00;Denmark;2016;40;TURPHI;;;1;15;15;15.00
10kmE431N362;4315000.00;3625000.00;Denmark;2016;40;TURPHI;;;5;1;1;0.00
10kmE431N362;4315000.00;3625000.00;Denmark;2016;40;TURPHI;;;5;5;4;1.00
10kmE432N364;4325000.00;3645000.00;Denmark;2016;40;TURPHI;;;3;1;1;0.00
10kmE432N364;4325000.00;3645000.00;Denmark;2016;40;TURPHI;;;3;4;2;1.00
10kmE436N351;4365000.00;3515000.00;Denmark;2016;40;TURPHI;;;6;1;1;0.00
10kmE436N351;4365000.00;3515000.00;Denmark;2016;40;TURPHI;;;6;4;3;0.00
10kmE436N351;4365000.00;3515000.00;Denmark;2016;40;TURPHI;;;6;56;52;9.00
10kmE432N355;4325000.00;3555000.00;Denmark;2016;40;TURPHI;;;2;20;20;10.00
10kmE443N359;4435000.00;3595000.00;Denmark;2016;40;TURPHI;;;1;1;1;1.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;9;9;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;1209;1200;93.00
10kmE444N351;4445000.00;3515000.00;Denmark;2016;40;TURPHI;;;1;4;4;4.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;9;9;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;1209;1200;93.00
10kmE448N360;4485000.00;3605000.00;Denmark;2016;40;TURPHI;;;6;385;385;64.00
10kmE448N360;4485000.00;3605000.00;Denmark;2016;40;TURPHI;;;6;864;400;144.00
10kmE448N362;4485000.00;3625000.00;Denmark;2016;40;TURPHI;;;3;1;1;0.00
10kmE448N362;4485000.00;3625000.00;Denmark;2016;40;TURPHI;;;3;4;3;1.00
10kmE448N362;4485000.00;3625000.00;Denmark;2016;40;TURPHI;;;3;10;6;3.00
10kmE424N365;4245000.00;3655000.00;Denmark;2016;40;TURPHI;;;2;1;1;0.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;8;8;0.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;72;50;8.00
10kmE423N354;4235000.00;3545000.00;Denmark;2016;40;TURPHI;;;3;5;5;1.00
10kmE423N354;4235000.00;3545000.00;Denmark;2016;40;TURPHI;;;3;28;20;9.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;1;1;0.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;151;150;12.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;551;400;45.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;9;9;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;1209;1200;93.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;9;9;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;1209;1200;93.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;1;1;0.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;151;150;12.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;551;400;45.00
10kmE424N353;4245000.00;3535000.00;Denmark;2016;40;TURPHI;;;4;120;120;30.00
10kmE424N353;4245000.00;3535000.00;Denmark;2016;40;TURPHI;;;4;120;120;30.00
10kmE448N362;4485000.00;3625000.00;Denmark;2016;40;TURPHI;;;3;1;1;0.00
10kmE448N362;4485000.00;3625000.00;Denmark;2016;40;TURPHI;;;3;4;3;1.00
10kmE448N362;4485000.00;3625000.00;Denmark;2016;40;TURPHI;;;3;10;6;3.00
10kmE444N349;4445000.00;3495000.00;Denmark;2016;40;TURPHI;;;5;1;1;0.00
10kmE444N349;4445000.00;3495000.00;Denmark;2016;40;TURPHI;;;5;20;19;4.00
10kmE422N357;4225000.00;3575000.00;Denmark;2016;40;TURPHI;;;6;80;80;13.00
10kmE422N357;4225000.00;3575000.00;Denmark;2016;40;TURPHI;;;6;1625;1500;270.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;40;TURPHI;;;8;1;1;0.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;40;TURPHI;;;8;8;4;1.00
10kmE435N368;4355000.00;3685000.00;Denmark;2016;40;TURPHI;;;1;1;1;1.00
10kmE432N377;4325000.00;3775000.00;Denmark;2016;40;TURPHI;;;3;2;2;0.00
10kmE432N377;4325000.00;3775000.00;Denmark;2016;40;TURPHI;;;3;7;5;2.00
10kmE442N365;4425000.00;3655000.00;Denmark;2016;40;TURPHI;;;2;2;2;1.00
10kmE447N363;4475000.00;3635000.00;Denmark;2016;40;TURPHI;;;2;11;11;5.00
10kmE448N360;4485000.00;3605000.00;Denmark;2016;40;TURPHI;;;6;385;385;64.00
10kmE448N360;4485000.00;3605000.00;Denmark;2016;40;TURPHI;;;6;864;400;144.00
10kmE442N356;4425000.00;3565000.00;Denmark;2016;40;TURPHI;;;1;4;4;4.00
10kmE444N349;4445000.00;3495000.00;Denmark;2016;40;TURPHI;;;5;1;1;0.00
10kmE444N349;4445000.00;3495000.00;Denmark;2016;40;TURPHI;;;5;20;19;4.00
10kmE425N354;4255000.00;3545000.00;Denmark;2016;40;TURPHI;;;2;17;17;8.00
10kmE425N354;4255000.00;3545000.00;Denmark;2016;40;TURPHI;;;2;17;17;8.00
10kmE431N377;4315000.00;3775000.00;Denmark;2016;40;TURPHI;;;3;29;29;9.00
10kmE420N372;4205000.00;3725000.00;Denmark;2016;40;TURPHI;;;1;1;1;1.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;40;TURPHI;;;10;1;1;0.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;40;TURPHI;;;10;25;24;2.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;40;TURPHI;;;10;536;500;53.00
10kmE422N358;4225000.00;3585000.00;Denmark;2016;40;TURPHI;;;12;50;50;4.00
10kmE422N358;4225000.00;3585000.00;Denmark;2016;40;TURPHI;;;12;530;480;44.00
10kmE422N358;4225000.00;3585000.00;Denmark;2016;40;TURPHI;;;12;7865;7335;655.00
10kmE431N364;4315000.00;3645000.00;Denmark;2016;40;TURPHI;;;1;10;10;10.00
10kmE431N362;4315000.00;3625000.00;Denmark;2016;40;TURPHI;;;5;1;1;0.00
10kmE431N362;4315000.00;3625000.00;Denmark;2016;40;TURPHI;;;5;5;4;1.00
10kmE432N355;4325000.00;3555000.00;Denmark;2016;40;TURPHI;;;2;20;20;10.00
10kmE436N354;4365000.00;3545000.00;Denmark;2016;40;TURPHI;;;2;4;4;2.00
10kmE441N352;4415000.00;3525000.00;Denmark;2016;40;TURPHI;;;1;5;5;5.00
10kmE445N351;4455000.00;3515000.00;Denmark;2016;40;TURPHI;;;1;5;5;5.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;8;8;0.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;72;50;8.00
10kmE448N364;4485000.00;3645000.00;Denmark;2016;40;TURPHI;;;1;1;1;1.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;9;9;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;1209;1200;93.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;1;1;0.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;151;150;12.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;551;400;45.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;9;9;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;1209;1200;93.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;8;8;0.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;72;50;8.00
10kmE443N365;4435000.00;3655000.00;Denmark;2016;40;TURPHI;;;3;117;117;39.00
10kmE441N358;4415000.00;3585000.00;Denmark;2016;40;TURPHI;;;6;1;1;0.00
10kmE441N358;4415000.00;3585000.00;Denmark;2016;40;TURPHI;;;6;4;3;0.00
10kmE441N358;4415000.00;3585000.00;Denmark;2016;40;TURPHI;;;6;9;5;1.00
10kmE441N358;4415000.00;3585000.00;Denmark;2016;40;TURPHI;;;6;25;15;4.00
10kmE441N354;4415000.00;3545000.00;Denmark;2016;40;TURPHI;;;1;1;1;1.00
10kmE446N359;4465000.00;3595000.00;Denmark;2016;40;TURPHI;;;2;1;1;0.00
10kmE446N359;4465000.00;3595000.00;Denmark;2016;40;TURPHI;;;2;3;2;1.00
10kmE445N359;4455000.00;3595000.00;Denmark;2016;40;TURPHI;;;1;21;21;21.00
10kmE431N377;4315000.00;3775000.00;Denmark;2016;40;TURPHI;;;3;29;29;9.00
10kmE424N353;4245000.00;3535000.00;Denmark;2016;40;TURPHI;;;4;120;120;30.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;40;TURPHI;;;10;1;1;0.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;40;TURPHI;;;10;25;24;2.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;40;TURPHI;;;10;536;500;53.00
10kmE431N362;4315000.00;3625000.00;Denmark;2016;40;TURPHI;;;5;1;1;0.00
10kmE431N362;4315000.00;3625000.00;Denmark;2016;40;TURPHI;;;5;5;4;1.00
10kmE463N355;4635000.00;3555000.00;Denmark;2016;40;TURPHI;;;1;50;50;50.00
10kmE444N352;4445000.00;3525000.00;Denmark;2016;40;TURPHI;;;2;10;10;5.00
10kmE444N352;4445000.00;3525000.00;Denmark;2016;40;TURPHI;;;2;22;12;11.00
10kmE436N351;4365000.00;3515000.00;Denmark;2016;40;TURPHI;;;6;1;1;0.00
10kmE436N351;4365000.00;3515000.00;Denmark;2016;40;TURPHI;;;6;4;3;0.00
10kmE436N351;4365000.00;3515000.00;Denmark;2016;40;TURPHI;;;6;56;52;9.00
10kmE446N365;4465000.00;3655000.00;Denmark;2016;40;TURPHI;;;7;12;12;1.00
10kmE446N365;4465000.00;3655000.00;Denmark;2016;40;TURPHI;;;7;62;35;8.00
10kmE424N365;4245000.00;3655000.00;Denmark;2016;40;TURPHI;;;2;1;1;0.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;8;8;0.00
10kmE447N362;4475000.00;3625000.00;Denmark;2016;40;TURPHI;;;9;72;50;8.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;9;9;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;40;TURPHI;;;13;1209;1200;93.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;1;1;0.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;151;150;12.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;40;TURPHI;;;12;551;400;45.00
10kmE441N351;4415000.00;3515000.00;Denmark;2016;40;TURPHI;;;1;1;1;1.00
10kmE446N365;4465000.00;3655000.00;Denmark;2016;40;TURPHI;;;7;12;12;1.00
10kmE446N365;4465000.00;3655000.00;Denmark;2016;40;TURPHI;;;7;62;35;8.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;40;TURPHI;;;8;1;1;0.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;40;TURPHI;;;8;8;4;1.00
10kmE448N354;4485000.00;3545000.00;Denmark;2016;40;TURPHI;;;2;3;3;1.00
10kmE448N354;4485000.00;3545000.00;Denmark;2016;40;TURPHI;;;2;7;4;3.00
10kmE446N353;4465000.00;3535000.00;Denmark;2016;40;TURPHI;;;1;2;2;2.00
10kmE423N354;4235000.00;3545000.00;Denmark;2016;40;TURPHI;;;3;5;5;1.00
10kmE423N354;4235000.00;3545000.00;Denmark;2016;40;TURPHI;;;3;28;20;9.00
10kmE431N361;4315000.00;3615000.00;Denmark;2016;40;TURPHI;;;3;12;12;4.00
10kmE431N361;4315000.00;3615000.00;Denmark;2016;40;TURPHI;;;3;52;40;17.00
10kmE462N356;4625000.00;3565000.00;Denmark;2016;40;TURPHI;;;5;1;1;0.00
10kmE462N356;4625000.00;3565000.00;Denmark;2016;40;TURPHI;;;5;5;2;1.00
10kmE462N356;4625000.00;3565000.00;Denmark;2016;40;TURPHI;;;5;8;3;1.00
10kmE430N370;4305000.00;3705000.00;Denmark;2016;41;TURPHI;;;1;15;15;15.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;41;TURPHI;;;8;16;16;2.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;41;TURPHI;;;8;99;26;12.00
10kmE436N351;4365000.00;3515000.00;Denmark;2016;41;TURPHI;;;2;2;2;1.00
10kmE436N351;4365000.00;3515000.00;Denmark;2016;41;TURPHI;;;2;7;5;3.00
10kmE462N356;4625000.00;3565000.00;Denmark;2016;41;TURPHI;;;8;11;11;1.00
10kmE462N356;4625000.00;3565000.00;Denmark;2016;41;TURPHI;;;8;85;66;10.00
10kmE464N357;4645000.00;3575000.00;Denmark;2016;41;TURPHI;;;4;1;1;0.00
10kmE464N357;4645000.00;3575000.00;Denmark;2016;41;TURPHI;;;4;6;4;1.00
10kmE444N352;4445000.00;3525000.00;Denmark;2016;41;TURPHI;;;3;6;6;2.00
10kmE444N352;4445000.00;3525000.00;Denmark;2016;41;TURPHI;;;3;14;8;4.00
10kmE444N352;4445000.00;3525000.00;Denmark;2016;41;TURPHI;;;3;6;6;2.00
10kmE444N352;4445000.00;3525000.00;Denmark;2016;41;TURPHI;;;3;14;8;4.00
10kmE447N364;4475000.00;3645000.00;Denmark;2016;41;TURPHI;;;1;1;1;1.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;41;TURPHI;;;10;8;8;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;41;TURPHI;;;10;26;18;2.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;41;TURPHI;;;10;97;66;9.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;41;TURPHI;;;10;208;90;20.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;41;TURPHI;;;10;408;140;40.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;41;TURPHI;;;6;3;3;0.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;41;TURPHI;;;6;9;6;1.00
10kmE422N356;4225000.00;3565000.00;Denmark;2016;41;TURPHI;;;6;21;8;3.00
10kmE446N363;4465000.00;3635000.00;Denmark;2016;41;TURPHI;;;1;4;4;4.00
10kmE444N349;4445000.00;3495000.00;Denmark;2016;41;TURPHI;;;6;6;6;1.00
10kmE444N349;4445000.00;3495000.00;Denmark;2016;41;TURPHI;;;6;13;7;2.00
10kmE444N349;4445000.00;3495000.00;Denmark;2016;41;TURPHI;;;6;23;8;3.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;41;TURPHI;;;9;1;1;0.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;41;TURPHI;;;9;5;2;0.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;41;TURPHI;;;9;12;3;1.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;41;TURPHI;;;9;17;5;1.00
10kmE445N356;4455000.00;3565000.00;Denmark;2016;41;TURPHI;;;6;10;10;1.00
10kmE445N356;4455000.00;3565000.00;Denmark;2016;41;TURPHI;;;6;73;45;12.00
10kmE443N365;4435000.00;3655000.00;Denmark;2016;41;TURPHI;;;5;2;2;0.00
10kmE443N365;4435000.00;3655000.00;Denmark;2016;41;TURPHI;;;5;7;3;1.00
10kmE448N361;4485000.00;3615000.00;Denmark;2016;41;TURPHI;;;6;1;1;0.00
10kmE448N361;4485000.00;3615000.00;Denmark;2016;41;TURPHI;;;6;3;2;0.00
10kmE448N361;4485000.00;3615000.00;Denmark;2016;41;TURPHI;;;6;9;4;1.00
10kmE448N361;4485000.00;3615000.00;Denmark;2016;41;TURPHI;;;6;14;5;2.00
10kmE422N357;4225000.00;3575000.00;Denmark;2016;41;TURPHI;;;5;28;28;5.00
10kmE422N357;4225000.00;3575000.00;Denmark;2016;41;TURPHI;;;5;178;150;35.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;41;TURPHI;;;9;1;1;0.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;41;TURPHI;;;9;5;2;0.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;41;TURPHI;;;9;12;3;1.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;41;TURPHI;;;9;17;5;1.00
10kmE446N359;4465000.00;3595000.00;Denmark;2016;41;TURPHI;;;1;11;11;11.00
10kmE445N358;4455000.00;3585000.00;Denmark;2016;41;TURPHI;;;1;8;8;8.00
10kmE445N366;4455000.00;3665000.00;Denmark;2016;41;TURPHI;;;1;4;4;4.00
10kmE425N354;4255000.00;3545000.00;Denmark;2016;41;TURPHI;;;1;22;22;22.00
10kmE464N355;4645000.00;3555000.00;Denmark;2016;41;TURPHI;;;7;7;7;1.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;41;TURPHI;;;8;16;16;2.00
10kmE419N360;4195000.00;3605000.00;Denmark;2016;41;TURPHI;;;8;99;26;12.00
10kmE431N362;4315000.00;3625000.00;Denmark;2016;41;TURPHI;;;2;1;1;0.00
10kmE434N358;4345000.00;3585000.00;Denmark;2016;41;TURPHI;;;1;1;1;1.00
10kmE427N364;4275000.00;3645000.00;Denmark;2016;41;TURPHI;;;3;1;1;0.00
10kmE427N364;4275000.00;3645000.00;Denmark;2016;41;TURPHI;;;3;4;3;1.00
10kmE427N364;4275000.00;3645000.00;Denmark;2016;41;TURPHI;;;3;24;20;8.00
10kmE462N358;4625000.00;3585000.00;Denmark;2016;41;TURPHI;;;3;7;7;2.00
10kmE462N358;4625000.00;3585000.00;Denmark;2016;41;TURPHI;;;3;17;10;5.00
10kmE462N358;4625000.00;3585000.00;Denmark;2016;41;TURPHI;;;3;87;70;29.00
10kmE462N357;4625000.00;3575000.00;Denmark;2016;41;TURPHI;;;1;6;6;6.00
10kmE448N354;4485000.00;3545000.00;Denmark;2016;41;TURPHI;;;4;2;2;0.00
10kmE448N354;4485000.00;3545000.00;Denmark;2016;41;TURPHI;;;4;5;3;1.00
10kmE441N350;4415000.00;3505000.00;Denmark;2016;41;TURPHI;;;1;3;3;3.00
10kmE448N360;4485000.00;3605000.00;Denmark;2016;41;TURPHI;;;1;35;35;35.00
10kmE423N359;4235000.00;3595000.00;Denmark;2016;41;TURPHI;;;1;1;1;1.00
10kmE447N363;4475000.00;3635000.00;Denmark;2016;41;TURPHI;;;4;1;1;0.00
10kmE447N363;4475000.00;3635000.00;Denmark;2016;41;TURPHI;;;4;4;2;1.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;41;TURPHI;;;10;8;8;0.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;41;TURPHI;;;10;26;18;2.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;41;TURPHI;;;10;97;66;9.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;41;TURPHI;;;10;208;90;20.00
10kmE422N355;4225000.00;3555000.00;Denmark;2016;41;TURPHI;;;10;408;140;40.00
10kmE446N362;4465000.00;3625000.00;Denmark;2016;41;TURPHI;;;1;7;7;7.00
10kmE447N363;4475000.00;3635000.00;Denmark;2016;41;TURPHI;;;4;1;1;0.00
10kmE447N363;4475000.00;3635000.00;Denmark;2016;41;TURPHI;;;4;4;2;1.00
10kmE444N366;4445000.00;3665000.00;Denmark;2016;41;TURPHI;;;1;1;1;1.00
10kmE443N365;4435000.00;3655000.00;Denmark;2016;41;TURPHI;;;5;2;2;0.00
10kmE443N365;4435000.00;3655000.00;Denmark;2016;41;TURPHI;;;5;7;3;1.00
10kmE444N349;4445000.00;3495000.00;Denmark;2016;41;TURPHI;;;6;6;6;1.00
10kmE444N349;4445000.00;3495000.00;Denmark;2016;41;TURPHI;;;6;13;7;2.00
10kmE444N349;4445000.00;3495000.00;Denmark;2016;41;TURPHI;;;6;23;8;3.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;41;TURPHI;;;9;1;1;0.00
10kmE447N361;4475000.00;3615000.00;Denmark;2016;41;TURPHI;;;9;5;2;0.00
